listing_id,listing_name,listing_description,neighbourhood_overview,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,instant_bookable,license
9371491,"Manly Beach 80m to beach, and Corso","Located just 80 metres to the Beach, Ferry, Restaurants, Bars, Transport.. this Beachy unit is really in the heart of Manly.<br />Furnished Unit freshly painted with a new grenite kitchen and stainless steel appliances. Room has Dub bed/mirrored robe",,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
32318447,Bedroom With En-Suite And Free Parking,"This place is located in Merrylands that is 10 min drive from Parramatta CBD and 15 min walk from Merrylands train station. 20 min drive to Sydney Olympic Park, 45 min drive to Sydney CBD and Domestic/International Airport.<br />Fast-food restaurants nearby (4 min walking distance) KFC, Hungry Jacks, McDonald’s , Pizza Hut, Dominos Pizza, Subway, Oporto and local kabab shops.","Merrylands is a very active and diverse suburb, you will find people from Middle East, Asia and other cultural backgrounds. We suggest you to do some research about the suburbs, have a look into Maps or the internet, so that you can see pictures and any other details of your interest.",Private room in home,Private room,1,1,1,1,90,1125,,,,,,,TRUE,
1.01275E+18,Close to city,"The spacious, modern and light-filled apartment includes modern designer features and open-plan living dining leading to the generous balcony. located only 4km from Sydney CBD, surrounded by cafes & restaurants.",,Private room in rental unit,Private room,1,1,1,1,90,365,,,,,,,TRUE,
9.14691E+17,Single private room,"Single private room. Its clean, quiet, new modern house located around 5 minutes walk to UNSW main gate and transport (Bus or Light rail), shops, restaurants etc.<br />And around 15mnts to airport and CBD (by bus), light rail around 20mnts.",,Private room in home,Private room,1,1,1,1,90,365,,,,,,,FALSE,PID-STRA-53121
1.13158E+18,Manly Bunkhouse - 4 Bed Dorm,"Each dorm room is fitted with two bunks totalling four persons, private bathroom and locker. Guests are provided with linen and dishes.  Things to note: the actual room may vary slightly from the pictures on the listing but will always include the facilities mentioned above and hostel caters for overseas travelers from the ages of 18 to 45 years only.  The dorms are not for guests here on business trips.  We recommend a private room for business trips and locals.",We are located 5 minutes walk to North Steyne beach and close to Harris Farm markets and many of Manly well known restaurants and cafes.<br />The ferry to the city is only 14 minutes walk to the wharf. Only 5 minutes walk to the local swim centre and tennis courts. We are in a great location!,Private room in hostel,Private room,1,1,1,0,1,365,,,,,,,TRUE,Exempt
1.08861E+18,Luxury Apartment Gym/Pool/Tennis,Take a break and unwind at this peaceful oasis.,,Private room in rental unit,Private room,1,1,1,1,1,365,,,,,,,FALSE,Exempt
28445307,Penthouse overlooking Bondi beach and north bondi,Modern upmarket apartment with 5 star inclusions <br />Clean modern luxury<br />Overlooking the famous Bondi beach direct views over beach and entire north bondi in security building <br />Also overlooks Sydney city directly to center point tower and city skyline<br />Watch sunrise over the beach in the morning and sunsets over the city of an afternoon <br />All in your own private comfort zone<br /><br />This place is more of a unique place to stay <br />When your here you will understand why,It has everything within walking distance <br />It’s a quick uber ride to Sydney central <br />Restaurants in abundance  <br />A few bars down the road <br />1200meter walk to the beach and your feet are in the water  westfields/ Bondi junction are walking distance and bus stop 150meters walk <br /><br />You really don’t need a car,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
7.27619E+17,Entire flat most of time (1 Female) 05/Dec-12/Feb,"< Sharing with one female > <br />You will be sharing with one female who is respectful, quiet, and tidy.   <br /><br />She is a full-time chef. She is not normally at home during below hrs. <br /><br />(M – F) 5am - 3 or 3:30pm, normally goes to the gym 5pm-7pm. peaceful and centrally located place.<br /><br />< Room availability >  <br />- Maximum: (10% off) 5/Dec - 12/Feb <br />- Minimum: 3 weeks<br /><br />Great location<br />airport, city 10mins",,Private room in rental unit,Private room,1,,,,90,90,,,,,,,FALSE,
7.82178E+17,Hart of CBD! In-2Bed Female ONLY,"Hi, there :)<br />I am looking for one female. Who can stay just 4 nights from 27-31th Dec.<br /><br />I have 2 cats so please make sure about you don't have allergic to cats. And just can stay from 27th morning to 31th morning.<br /><br />You will use the room with one Korean girl. And I will stay with cats in the living room. So we will share the unit total 3 people.<br /><br />This apartment is located on heart of the Sydney city. Very close to Darling Harbour, Aquarium, Opera House, Westfield, Town hall station.",,Shared room in rental unit,Shared room,1,1,1,2,1,4,,,,,,,FALSE,Exempt
29904712,Parramatta Apartment,Convenient location for single person looking for a medium to long term stay. Contact +61 0434 009 816,,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
7.94762E+17,High St Parramatta,This unique place has a style all its own.,,Shared room in rental unit,Shared room,1,1,1,1,1,10,,,,,,,FALSE,PID-STRA-47224
5376308,Share flat  - 1 Bdm avail for short term stays.,"Flat in Manly is centrally located in a quiet area. Very close to the beach, central Manly and the ferry directly into the city.","Tree lined streets, quiet and respectful neighbours.",Private room in rental unit,Private room,1,1,2,1,90,1125,,,,,,,FALSE,
50665336,綺麗壯觀的天景新設計公寓與只需6分鐘步行既可到大型購物中心,"This special place is close to everything, making it easy to plan your visit.Only 6 minutes walk to both bus terminal and Ryder mega shopping mall.",,Private room in condo,Private room,1,1.5,1,2,90,365,,,,,,,FALSE,
27817488,Beacon Hill Guest Suite,"This private  studio is in a quiet  4 bedsroom house. It has a own bedsroom which has doublesize bed, a livibg room which can make simple cook, a seperate bathroom . 5 mins walk to the bus station.. Close to shopping center and beach.",,Entire guest suite,Entire home/apt,1,1,1,1,90,150,,,,,,,TRUE,
49019082,Pretty cool pad 1 Street from the beach,,,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
1.17528E+18,Zetland 1 Bedroom George Julius Ave,"This 1 bedroom apartment in Zetland is surrounded by parks, shops, restaurants, and cafes. A stroll away from Victoria Park, East Village, and Green Square Station. It is located next to Gunyama Park Aquatic and Recreational Centre. <br /><br />Apartment features a fully-equipped kitchen, bedroom with queen sized bed with fresh linen, spacious bathroom, internal laundry, and WIFI.",,Entire rental unit,Entire home/apt,1,1,1,1,1,365,,,,,,,FALSE,Exempt
28987263,Stunning waterview room+ rooftop pool and library,"A modern, cosy and peaceful home away from home overlooking the Parramatta river which will give you the best of both worlds  whether you are exploring Sydney or if you are here for relaxation or studies.",,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,FALSE,
16441076,Amazing room to relax at maroubra,"Nice and fresh room at maroubra beach with tv and Apple TV , wifi to  give u a good time!",,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,TRUE,
30404878,"Brand new luxury apt close to beach, shops and CBD","Brand new luxury apartment, close to public transportation and airpot. Bus stops downstairs, super convenient to CBD and nearly beaches including Maroubra beach, bronte, bondi junction, etc. Next to it there is Westfield shopping center, supermarkets open till late night, and you can also check out local restaurants, shops and living style at foot step distance. There is also security 24 hours. It's a very cozy place, you  are more than welcome to discover it.",,Private room in rental unit,Private room,1,1,1,1,90,1125,,,,,,,TRUE,
1.009E+18,Bed in 6-Bed Mixed Dormitory Room,Single bunk bed in a 6 Share Mixed Dormitory Room with shared bathroom.<br /><br />Note: You cannot drive to this property. Only accessible by ferry from Church Point.  There is an inclined trek from the ferry wharf to the property which may not be suitable for visitors with mobility issues.,,Shared room in hostel,Shared room,1,0,1,1,1,365,,,,,,,TRUE,Exempt
1.16078E+18,Share room with private bed,This stylish place is close to CDB (10min in Bus) near to Newtown and many central places. The breakfast isn’t included. The bathroom is shared with a girl.,,Shared room in bed and breakfast,Shared room,1,1,,1,90,365,,,,,,,FALSE,
45703473,Central Sydney Room with Own Bathroom & Balcony,"Walk to shops & eateries 24x7.<br /><br />On 32nd floor with harbour and city views<br /><br />Private bathroom & balcony<br /><br />Bright & modern East facing room,  wake up with the sun<br /><br />Amenities include squash court, meeting room, outdoor garden, games room, gym, pool, etc<br /><br />Next door to Metro, 2 minutes walk to Townhall station, trams and buses<br /><br />Security building with 24 x7 reception<br /><br />Council requires minimum 3-month booking but we have an easy & fair early check-out policy","The unit is the Sydney CBD, giving you 24 x 7 access to shops & eating places within walking distance. <br /><br />For walks, you have Hyde Park across the road and the Botanical Gardens that take you through greenery all the way to the Sydney Opera House are 5 minutes away. <br /><br />See the Sun-Rise in the background of Bondi. See the Airport, St Mary Cathedral, Centerpoint Tower and Sydney Harbour from your private balcony. On New Year, you get a Million Dollar view of the fireworks from your balcony.",Private room in rental unit,Private room,1,2,1,,90,365,,,,,,,FALSE,
